code1,code2,freq_finngen,freq_tays,freq_total
R468,NA,132,715,847
F051,NA,334,512,846
I698,NA,729,117,846
K1171,NA,625,221,846
O440,NA,661,185,846
G934,NA,498,347,845
I8020,NA,458,387,845
Y848,NA,9,836,845
H905,NA,634,209,843
F4481,NA,685,156,841
S837,NA,777,64,841
C341,NA,349,491,840
I15,NA,838,2,840
D134,NA,473,364,837
N649,NA,792,45,837
S234,NA,749,88,837
D17,NA,646,190,836
D8411,NA,185,651,836
F88,NA,785,50,835
O343,NA,573,262,835
R262,NA,670,165,835
T918,NA,767,68,835
F819,NA,784,50,834
C8335,NA,413,420,833
F155,NA,821,12,833
I614,NA,537,296,833
C383,NA,235,596,831
L942,NA,302,529,831
N161,C900,324,506,830
M314,NA,483,346,829
F9802,NA,348,480,828
J051,NA,438,390,828
I739,NA,725,102,827
O288,NA,461,366,827
T796,NA,617,210,827
D219,NA,284,541,825
L539,NA,665,159,824
F4488,NA,806,17,823
F100,NA,744,75,819
H104,NA,713,106,819
R798,NA,406,413,819
ZA70,NA,801,18,819
Q2788,NA,73,745,818
S360,NA,335,483,818
F309,NA,746,71,817
K0903,NA,469,348,817
K600,NA,752,63,815
N488,NA,601,214,815
G713,NA,598,216,814
S321,NA,542,272,814
T212,NA,544,269,813
T140,NA,693,119,812
L038,NA,312,499,811
H722,NA,571,239,810
C722,NA,127,682,809
D367,NA,317,492,809
F2329,NA,799,10,809
I776,NA,580,229,809
N045,NA,773,36,809
F062,NA,608,200,808
G4036,NA,671,137,808
C8351,NA,206,601,807
J392,NA,564,243,807
M814,NA,504,303,807
C548,NA,144,662,806
C1860,NA,371,434,805
C3417,NA,240,565,805
D849,NA,176,629,805
I428,NA,597,207,804
K1320,NA,715,89,804
C5412,NA,311,491,802
M316,NA,421,381,802
C4989,NA,98,703,801
H184,NA,501,300,801
R270,NA,577,224,801
F720,NA,323,475,798
G508,NA,565,233,798
C20,NA,456,341,797
J180,NA,705,92,797
L419,NA,662,135,797
S523,NA,597,200,797
G992,M500,535,261,796
F4302,NA,751,44,795
F940,NA,543,252,795
S0150,NA,626,169,795
M509,NA,721,73,794
R430,NA,636,158,794
C318,NA,408,385,793
Q4429,NA,738,55,793
C1802,NA,248,544,792
C750,NA,351,441,792
D373,NA,252,540,792
F459,NA,681,111,792
K632,NA,229,563,792
S069,NA,541,251,792
C108,NA,228,561,789
C3429,NA,99,690,789
M364,D690,72,717,789
C4912,NA,119,669,788
D036,NA,161,627,788
D802,NA,616,172,788
L233,NA,599,189,788
F444,NA,771,16,787
Z827,NA,301,485,786
R008,NA,627,158,785
C5309,NA,191,593,784
D312,NA,168,615,783
D3708,NA,236,547,783
L032,NA,436,346,782
F131,NA,695,86,781
S143,NA,492,289,781
F530,NA,764,16,780
Z316,NA,656,123,779
E834,NA,133,645,778
Q052,NA,588,190,778
D479,NA,521,255,776
F4108,NA,750,26,776
I728,NA,316,460,776
J670,NA,520,256,776
K709,NA,399,377,776
O641,NA,735,41,776
G941,NA,29,745,774
H545,NA,534,239,773
A180,NA,750,22,772
B360,NA,662,109,771
H252,NA,429,342,771
S529,NA,599,172,771
M090,L405,241,529,770
B0011,NA,605,164,769
D731,NA,259,510,769
F0021,NA,700,67,767
O995,NA,592,175,767
R41,NA,760,7,767
Z548,NA,275,492,767
H5030,NA,575,191,766
M221,NA,600,166,766
H359,NA,495,270,765
K0618,NA,480,284,764
G568,NA,642,121,763
G834,NA,479,284,763
H3536,NA,582,180,762
Q8250,NA,427,335,762
Z965,NA,760,1,761
D434,NA,156,604,760
J949,NA,462,297,759
K80,NA,703,56,759
Q161,NA,215,544,759
G7108,NA,547,211,758
Z081,NA,237,521,758
A3189,NA,94,663,757
L292,NA,679,77,756
O046,NA,715,41,756
Z380,NA,155,601,756
Z136,NA,341,414,755
L609,NA,673,81,754
E538,NA,638,115,753
M765,NA,658,92,750
S799,NA,547,203,750
F810,NA,615,133,748
H661,NA,712,35,747
D382,NA,109,637,746
D695,NA,156,590,746
K04,NA,745,1,746
C451,NA,199,546,745
F0209,NA,729,16,745
C1822,NA,331,412,743
S617,NA,557,185,742
T222,NA,544,198,742
E848,NA,579,161,740
G809,NA,335,405,740
L980,NA,381,359,740
M670,NA,728,12,740
N8089,NA,456,284,740
E8589,NA,277,462,739
F9800,NA,537,201,738
L680,NA,543,195,738
F2321,NA,731,6,737
M489,NA,482,255,737
H540,NA,517,219,736
H604,NA,430,306,736
K1461,NA,630,106,736
M070,L405,640,96,736
R440,NA,508,228,736
K0520,NA,722,13,735
K754,NA,435,300,735
N771,NA,528,207,735
F151,NA,694,40,734
H102,NA,681,52,733
C4330,NA,377,355,732
Z864,NA,544,188,732
B354,NA,591,140,731
H044,NA,562,169,731
F09,NA,657,73,730
K1170,NA,572,158,730
N814,NA,654,76,730
F000,NA,678,51,729
L413,NA,649,80,729
M064,NA,653,76,729
H042,NA,532,196,728
Q221,NA,519,208,727
Z201,NA,494,233,727
C187,NA,275,451,726
B3708,NA,462,263,725
C1830,NA,331,394,725
C7180,NA,144,581,725
D106,NA,298,427,725
J991,NA,55,670,725
G318,NA,659,65,724
S670,NA,598,126,724
K0738,NA,605,118,723
O359,NA,665,57,722
A045,NA,622,99,721
C4022,NA,160,561,721
L259,NA,611,110,721
S682,NA,523,198,721
Z809,NA,85,636,721
C7129,NA,258,462,720
F43,NA,700,19,719
S018,NA,548,171,719
C1891,NA,401,317,718
E283,NA,428,290,718
E440,NA,122,596,718
C3437,NA,251,466,717
F201,NA,705,12,717
D121,NA,229,487,716
V031,NA,14,702,716
C833,NA,166,549,715
K136,NA,597,117,714
M942,NA,706,8,714
Q604,NA,520,193,713
S764,NA,548,165,713
D7600,NA,210,502,712
F489,NA,688,24,712
L501,NA,684,28,712
R443,NA,607,105,712
F910,NA,300,409,709
S501,NA,559,149,708
K7689,NA,316,391,707
O421,NA,572,135,707
Z567,NA,266,440,706
E894,NA,59,645,704
H440,NA,245,459,704
I209,NA,521,183,704
J938,NA,274,430,704
Z600,NA,677,26,703
K638,NA,346,356,702
H600,NA,515,186,701
J410,NA,481,218,699
K660,NA,404,295,699
S009,NA,483,216,699
L01,NA,682,16,698
M719,NA,563,135,698
O688,NA,367,331,698
F808,NA,514,183,697
K0309,NA,548,148,696
N084,E752,647,49,696
N805,NA,538,158,696
D2792,NA,244,451,695
Z088,NA,265,430,695
Z044,NA,471,223,694
M148,D868,169,524,693
Q2119,NA,384,309,693
B3703,NA,395,297,692
C760,NA,160,531,691
H690,NA,387,304,691
C4419,NA,165,525,690
M354,NA,337,353,690
R093,NA,546,144,690
R458,NA,645,45,690
C3413,NA,114,575,689
Z711,NA,657,30,687
Z978,NA,686,1,687
C753,NA,79,606,685
D464,NA,92,593,685
M705,NA,621,64,685
C3420,NA,316,368,684
N700,NA,574,110,684
Z980,NA,621,63,684
D160,NA,196,487,683
Q8788,NA,300,383,683
K0480,NA,406,276,682
K049,NA,644,38,682
K0902,NA,423,259,682
M773,NA,640,42,682
R760,NA,340,342,682
S83,NA,661,20,681
C502,NA,130,549,679
K1328,NA,392,287,679
S0210,NA,513,166,679
C785,NA,137,541,678
F002,NA,663,15,678
A400,NA,434,243,677
M538,NA,610,67,677
S127,NA,397,280,677
T510,NA,592,85,677
Z430,NA,527,150,677
F060,NA,432,244,676
E7811,NA,413,262,675
H192,NA,112,561,673
H441,NA,277,396,673
C020,NA,214,458,672
C1842,NA,156,516,672
Z021,NA,664,8,672
C0894,NA,99,572,671
C749,NA,173,498,671
C841,NA,333,338,671
F908,NA,258,413,671
K023,NA,666,4,670
Q6199,NA,537,133,670
R441,NA,333,337,670
H309,NA,413,256,669
N083,NA,266,402,668
N163,M109,13,655,668
C260,NA,156,511,667
C443,NA,157,510,667
C4450,NA,402,265,667
C673,NA,83,583,666
R14,NA,575,91,666
M028,NA,573,92,665
Q909,NA,175,490,665
D109,NA,195,469,664
D137,NA,232,432,664
O267,NA,585,79,664
K604,NA,334,329,663
L29,NA,645,18,663
M512,NA,588,75,663
I770,NA,221,441,662
C6902,NA,28,633,661
D042,NA,361,300,661
E208,NA,224,437,661
K0768,NA,444,217,661
L440,NA,255,406,661
D397,NA,278,382,660
G061,NA,380,280,660
H114,NA,429,231,660
Z390,NA,322,338,660
K263,NA,495,164,659
N019,NA,626,33,659
Q620,NA,401,258,659
E782,NA,656,2,658
N891,NA,516,141,657
F0632,NA,564,92,656
F604,NA,651,5,656
M710,NA,542,111,653
C009,NA,143,509,652
H654,NA,409,243,652
L240,NA,555,97,652
H547,NA,455,196,651
A049,NA,479,171,650
Y831,NA,24,625,649
C790,NA,97,550,647
D399,NA,280,367,647
S0140,NA,467,180,647
C182,NA,437,209,646
C4343,NA,217,429,646
N972,NA,110,536,646
N034,NA,214,431,645
C901,NA,69,575,644
M864,NA,389,255,644
G441,NA,616,27,643
N138,NA,447,196,643
R23,NA,637,6,643
S0200,NA,370,273,643
I451,NA,313,329,642
K627,NA,386,256,642
G588,NA,565,76,641
C4800,NA,421,219,640
M074,NA,109,531,640
S0261,NA,450,190,640
J431,NA,305,334,639
N981,NA,515,124,639
Z470,NA,535,104,639
C163,NA,73,565,638
F3331,NA,631,7,638
K721,NA,199,439,638
K914,NA,338,300,638
S534,NA,560,78,638
B0010,NA,521,116,637
C1630,NA,265,372,637
J18,NA,589,48,637
L03,NA,598,39,637
C4909,NA,218,418,636
J30,NA,629,7,636
K868,NA,337,299,636
M960,NA,604,32,636
T68,NA,434,202,636
N343,NA,593,42,635
C519,NA,217,417,634
C7142,NA,201,433,634
C4340,NA,183,450,633
C680,NA,258,375,633
D2798,NA,213,420,633
D107,NA,108,524,632
O121,NA,512,120,632
Z975,NA,577,55,632
L502,NA,427,204,631
M708,NA,582,49,631
G219,NA,475,155,630
C677,NA,79,550,629
F301,NA,621,8,629
S624,NA,467,162,629
J323,NA,474,154,628
L43,NA,593,35,628
S0267,NA,466,162,628
J939,NA,324,303,627
F901,NA,454,172,626
Z046,NA,203,423,626
E030,NA,513,112,625
K570,NA,445,180,625
N362,NA,376,249,625
S819,NA,564,61,625
N609,NA,602,22,624
Z76,NA,622,2,624
H579,NA,606,17,623
N084,E8580,460,163,623
O041,NA,540,83,623
R778,NA,75,548,623
E138,NA,222,400,622
R638,NA,338,284,622
D133,NA,459,162,621
F199,NA,585,36,621
K267,NA,247,374,621
O702,NA,492,129,621
A182,NA,300,320,620
K740,NA,290,330,620
N766,NA,427,193,620
C919,NA,210,409,619
K611,NA,351,268,619
C4449,NA,252,366,618
G319,NA,335,283,618
T889,NA,391,227,618
G978,NA,364,253,617
M311,NA,280,337,617
ZA60,NA,608,9,617
L290,NA,531,85,616
O141,NA,510,106,616
D437,NA,28,585,613
Q225,NA,502,111,613
L21,NA,594,18,612
J188,NA,302,309,611
N398,NA,516,95,611
M165,NA,576,34,610
O355,NA,608,2,610
O912,NA,552,58,610
M508,NA,591,18,609
R508,NA,301,308,609
O283,NA,589,19,608
Z355,NA,424,184,608
D899,NA,145,462,607
E8580,NA,417,190,607
I61,NA,599,8,607
M148,NA,42,565,607
F1120,NA,462,143,605
K929,NA,354,251,605
S0270,NA,395,210,605
I846,NA,369,235,604
B002,NA,199,404,603
I742,NA,313,290,603
I898,NA,72,531,603
L9888,NA,343,260,603
M47,NA,563,39,602
M798,NA,385,217,602
G902,NA,399,202,601
I674,NA,591,10,601
K520,NA,278,323,601
C0899,NA,81,519,600
D729,NA,174,426,600
N820,NA,173,427,600
P072,NA,103,497,600
M414,NA,103,496,599
C25,NA,133,465,598
L231,NA,500,97,597
L859,NA,500,97,597
I700,NA,390,206,596
K011,NA,578,18,596
C460,NA,119,476,595
K838,NA,343,252,595
S059,NA,443,152,595
M249,NA,551,43,594
S831,NA,289,305,594
C4913,NA,117,476,593
C5410,NA,293,300,593
I848,NA,483,110,593
R161,NA,260,332,592
T009,NA,394,198,592
C069,NA,63,527,590
K119,NA,377,213,590
K624,NA,438,152,590
M401,NA,153,437,590
C1810,NA,384,205,589
D280,NA,288,301,589
H511,NA,552,37,589
D1649,NA,190,398,588
F1722,NA,545,43,588
H0180,NA,308,279,587
K0733,NA,318,269,587
M873,NA,231,356,587
D037,NA,159,427,586
D392,NA,196,390,586
L248,NA,330,256,586
C693,NA,19,566,585
F300,NA,530,55,585
M861,NA,415,170,585
O756,NA,533,52,585
B028,NA,309,275,584
N44,NA,436,148,584
O010,NA,356,228,584
Z082,NA,135,449,584
Z21,NA,479,105,584
B441,NA,406,177,583
C102,NA,185,398,583
D3307,NA,196,387,583
E031,NA,335,248,583
E230,NA,561,22,583
H613,NA,380,203,583
B370,NA,552,30,582
N39,NA,450,132,582
F064,NA,562,19,581
O809,NA,556,25,581
Q273,NA,402,179,581
M50,NA,572,8,580
Q8509,NA,352,228,580
T172,NA,484,96,580
C3427,NA,102,477,579
G45,NA,543,36,579
F531,NA,558,20,578
M81,NA,567,11,578
S064,NA,396,182,578
F1321,NA,555,22,577
I678,NA,449,128,577
J385,NA,282,295,577
R631,NA,552,25,577
T850,NA,124,453,577
C7940,NA,112,464,576
H538,NA,488,88,576
J358,NA,511,65,576
K559,NA,301,275,576
T16,NA,506,69,575
K05,NA,569,5,574
K1169,NA,462,112,574
M234,NA,492,82,574
H161,NA,419,154,573
M664,NA,469,104,573
O750,NA,436,137,573
S902,NA,523,49,572
A498,NA,392,179,571
K419,NA,434,137,571
E870,NA,299,271,570
S056,NA,514,56,570
C459,NA,108,461,569
D819,NA,56,513,569
L853,NA,548,21,569
F1229,NA,543,25,568
M539,NA,487,81,568
C827,NA,272,295,567
D3341,NA,115,452,567
E3439,NA,509,58,567
S311,NA,457,110,567
G621,NA,382,184,566
J200,NA,474,92,566
N901,NA,402,164,566
D735,NA,109,456,565
J158,NA,449,116,565
R601,NA,393,172,565
G239,NA,350,214,564
I489,NA,238,326,564
M713,NA,399,165,564
F3800,NA,164,399,563
G7118,NA,182,381,563
K0318,NA,558,5,563
R234,NA,537,26,563
S437,NA,536,27,563
T754,NA,511,52,563
D320,NA,251,311,562
E8909,NA,397,165,562
K44,NA,549,13,562
K1000,NA,440,121,561
S003,NA,372,188,560
T242,NA,428,132,560
B0019,NA,331,228,559
E559,NA,346,212,558
M145,NA,18,540,558
S627,NA,408,150,558
H570,NA,339,218,557
J942,NA,248,309,557
M090,NA,25,530,555
N002,NA,554,1,555
S0211,NA,395,160,555
D3303,NA,36,517,553
M868,NA,355,198,553
N890,NA,481,72,553
C7170,NA,314,238,552
Z030,NA,254,298,552
C1850,NA,369,182,551
D3312,NA,113,438,551
K659,NA,296,255,551
F512,NA,457,93,550
Z125,NA,534,16,550
J852,NA,269,280,549
O85,NA,455,94,549
Q2121,NA,271,278,549
K071,NA,501,47,548
M145,E039,107,441,548
T266,NA,491,57,548
W23,NA,7,541,548
D386,NA,147,400,547
M172,NA,536,11,547
M355,NA,277,270,547
O860,NA,478,69,547
R828,NA,140,407,547
F1220,NA,512,34,546
K317,NA,231,315,546
N289,NA,354,192,546
O8211,NA,473,73,546
A152,NA,509,36,545
K469,NA,343,202,545
W57,NA,421,124,545
L411,NA,216,328,544
N486,NA,411,133,544
Y962,NA,40,504,544
D3709,NA,122,421,543
H179,NA,317,226,543
H533,NA,499,44,543
I450,NA,358,185,543
D763,NA,172,370,542
S099,NA,420,122,542
Z361,NA,199,343,542
D090,NA,110,431,541
S017,NA,437,104,541
I2010,NA,412,128,540
N450,NA,322,218,540
T827,NA,261,279,540
G4000,NA,465,74,539
K0528,NA,518,21,539
F068,NA,459,79,538
F1073,NA,353,185,538
N835,NA,361,177,538
Q205,NA,216,322,538
E8930,NA,319,218,537
Z354,NA,484,53,537
C1631,NA,102,434,536
I11,NA,535,1,536
C1620,NA,281,254,535
E249,NA,207,327,534
I200,NA,443,89,532
Y600,NA,6,526,532
C4910,NA,121,410,531
G569,NA,431,100,531
I469,NA,358,173,531
M662,NA,269,262,531
F1001,NA,400,129,529
I64,NA,424,105,529
M308,NA,294,235,529
G231,NA,287,241,528
H908,NA,376,152,528
J312,NA,484,44,528
M082,NA,327,200,527
Q935,NA,304,223,527
C212,NA,127,399,526
C7140,NA,71,455,526
L271,NA,348,178,526
R682,NA,378,148,526
H620,NA,227,298,525
K630,NA,125,400,525
F711,NA,347,177,524
S299,NA,440,84,524
I348,NA,171,352,523
O610,NA,447,76,523
M436,NA,472,50,522
S322,NA,439,83,522
C165,NA,195,326,521
J80,NA,313,208,521
K228,NA,177,343,520
C222,NA,265,254,519
O036,NA,409,110,519
M418,NA,408,110,518
D303,NA,172,345,517
J390,NA,419,98,517
C435,NA,197,319,516
K440,NA,387,129,516
M711,NA,463,53,516
T852,NA,477,39,516
F125,NA,491,24,515
K42,NA,477,38,515
M112,NA,273,242,515
M358,NA,393,122,515
D230,NA,281,233,514
L603,NA,461,53,514
M481,NA,451,63,514
N895,NA,294,220,514
D806,NA,474,39,513
E2302,NA,228,285,513
I2129,NA,402,111,513
I864,NA,194,319,513
J851,NA,220,293,513
K594,NA,442,71,513
N202,NA,357,156,513
S93,NA,506,7,513
Z028,NA,493,20,513
M709,NA,462,50,512
W45,NA,136,376,512
B279,NA,424,86,510
D3305,NA,91,419,510
G252,NA,373,137,510
J0689,NA,451,59,510
N898,NA,375,135,510
F1926,NA,349,160,509
N250,NA,493,16,509
D1009,NA,200,308,508
D105,NA,175,333,508
D3207,NA,94,414,508
D3559,NA,144,364,508
F452,NA,341,167,508
I840,NA,454,54,508
L433,NA,464,44,508
A020,NA,434,72,506
C4469,NA,93,413,506
D163,NA,100,406,506
H814,NA,419,87,506
J311,NA,419,87,506
O322,NA,357,149,506
S323,NA,369,137,506
D761,NA,89,416,505
C343,NA,278,226,504
K0929,NA,387,117,504
L412,NA,345,159,504
Q6210,NA,463,41,504
K076,NA,422,81,503
M217,NA,331,172,503
S912,NA,471,32,503
C1849,NA,231,271,502
D391,NA,115,387,502
G031,NA,323,179,502
H334,NA,397,105,502
C4499,NA,151,350,501
G4030,NA,495,6,501
H5051,NA,281,220,501
J060,NA,438,63,501
R934,NA,265,236,501
B372,NA,394,106,500
R630,NA,404,96,500
C100,NA,314,185,499
F0120,NA,369,130,499
G532,D868,281,218,499
G590,NA,470,29,499
K1371,NA,228,271,499
H473,NA,269,229,498
J328,NA,434,64,498
T509,NA,467,30,497
R398,NA,421,75,496
H050,NA,371,124,495
Q201,NA,451,44,495
I95,NA,483,11,494
K0029,NA,59,435,494
R309,NA,385,109,494
C600,NA,63,429,492
D609,NA,131,361,492
B377,NA,248,243,491
D683,NA,197,294,491
I35,NA,458,33,491
I443,NA,242,249,491
L817,NA,341,150,491
R200,NA,423,68,491
T930,NA,325,166,491
Z318,NA,51,440,491
C152,NA,176,314,490
D3343,NA,157,333,490
E069,NA,335,155,490
F3021,NA,378,112,490
I38,NA,393,97,490
R560,NA,375,115,490
B49,NA,66,423,489
G412,NA,141,348,489
S829,NA,405,84,489
H108,NA,372,116,488
H541,NA,430,58,488
X44,NA,65,423,488
Z357,NA,482,6,488
H221,D868,251,236,487
H801,NA,413,74,487
H91,NA,475,11,486
K598,NA,379,107,486
T817,NA,260,226,486
C023,NA,85,400,485
D020,NA,187,298,485
K639,NA,285,200,485
B019,NA,322,162,484
I606,NA,327,157,484
J118,NA,387,97,484
L739,NA,369,114,483
M091,K509,114,369,483
N601,NA,474,9,483
Q2048,NA,470,13,483
E8330,NA,420,62,482
H0003,NA,341,141,482
H261,NA,354,128,482
C441,NA,17,464,481
D221,NA,265,216,481
Z089,NA,394,87,481
C7169,NA,206,274,480
H019,NA,415,65,480
I613,NA,210,270,480
J205,NA,207,273,480
M703,NA,451,29,480
H610,NA,245,234,479
Z894,NA,419,60,479
A414,NA,182,296,478
D139,NA,102,376,478
K592,NA,467,11,478
O731,NA,395,83,478
Q172,NA,88,390,478
D074,NA,79,398,477
H301,NA,352,125,477
K909,NA,312,165,477
N304,NA,153,324,477
N602,NA,447,30,477
Q422,NA,192,285,477
S273,NA,318,159,477
T202,NA,367,110,477
B0220,NA,474,2,476
C7151,NA,122,354,476
D831,NA,213,263,476
I288,NA,232,244,476
N771,B373,388,88,476
S221,NA,312,164,476
G464,I679,384,91,475
L608,NA,446,29,475
E661,NA,395,79,474
H932,NA,390,84,474
J81,NA,304,170,474
K0712,NA,424,50,474
L601,NA,448,26,474
Q2181,NA,423,51,474
C7179,NA,118,355,473
G039,NA,308,165,473
M767,NA,422,51,473
N3289,NA,251,222,473
O730,NA,395,78,473
Q838,NA,378,95,473
R749,NA,420,53,473
G211,NA,361,111,472
O030,NA,421,50,471
Q274,NA,333,138,471
C6299,NA,134,336,470
D168,NA,134,336,470
D593,NA,190,280,470
S678,NA,341,128,469
C1812,NA,286,182,468
W26,NA,31,437,468
D691,NA,209,258,467
E160,NA,315,152,467
Z639,NA,417,50,467
T58,NA,349,117,466
F522,NA,457,8,465
G471,NA,363,102,465
I210,NA,437,28,465
K229,NA,299,166,465
K629,NA,366,99,465
O411,NA,313,152,465
I339,NA,253,211,464
J210,NA,354,110,464
J398,NA,228,236,464
K251,NA,268,196,464
Q650,NA,324,140,464
A490,NA,381,82,463
C1839,NA,182,281,463
D432,NA,171,292,463
E248,NA,261,202,463
M320,NA,392,71,463
C4902,NA,187,275,462
K039,NA,450,12,462
Z01,NA,443,19,462
F912,NA,419,42,461
E739,NA,348,112,460
H208,NA,336,124,460
H220,NA,15,445,460
N8081,NA,318,141,459
Z369,NA,405,54,459
I2121,NA,293,165,458
I358,NA,293,165,458
Q2241,NA,390,68,458
S680,NA,334,124,458
F710,NA,260,197,457
G311,NA,429,28,457
K0319,NA,404,53,457
M863,NA,343,114,457
Z424,NA,451,6,457
C1869,NA,118,338,456
N764,NA,380,76,456
Z351,NA,332,124,456
K0619,NA,365,90,455
K8601,NA,273,182,455
C7103,NA,39,415,454
E42,NA,80,374,454
I211,NA,400,54,454
N308,NA,377,77,454
S120,NA,265,189,454
I69,NA,444,9,453
N910,NA,325,128,453
C4491,NA,318,134,452
D531,NA,182,270,452
M775,NA,435,17,452
N082,D593,303,149,452
R54,NA,397,55,452
S0320,NA,425,26,451
T8460,NA,350,101,451
O861,NA,364,86,450
C110,NA,190,259,449
C4333,NA,145,304,449
Q8714,NA,323,126,449
D67,NA,163,285,448
H031,B023,323,125,448
Q2132,NA,419,29,448
C1621,NA,115,332,447
C832,NA,240,207,447
S930,NA,382,65,447
C4921,NA,348,98,446
M103,NA,334,112,446
G821,NA,372,73,445
I452,NA,287,158,445
M415,NA,345,99,444
N914,NA,378,66,444
Q244,NA,180,264,444
Q610,NA,429,15,444
Z631,NA,415,29,444
I2088,NA,289,154,443
N058,NA,263,180,443
N72,NA,408,35,443
C5429,NA,265,177,442
C7139,NA,78,364,442
L711,NA,243,199,442
O364,NA,381,60,441
H442,NA,354,86,440
E841,NA,202,237,439
F111,NA,344,95,439
F941,NA,239,200,439
G918,NA,166,273,439
I249,NA,265,174,439
M000,NA,317,122,439
M258,NA,405,34,439
M764,NA,380,59,439
S131,NA,230,209,439
D351,NA,245,193,438
F1224,NA,429,9,438
K37,NA,310,128,438
P599,NA,133,305,438
Q175,NA,340,98,438
T145,NA,333,105,438
F1225,NA,430,7,437
K238,NA,34,403,437
G458,NA,325,111,436
R400,NA,336,100,436
Z488,NA,414,22,436
C6292,NA,48,387,435
H439,NA,305,130,435
N808,NA,393,42,435
I2019,NA,322,112,434
D3302,NA,140,293,433
G824,NA,336,97,433
L60,NA,423,10,433
O281,NA,399,34,433
R72,NA,194,239,433
C1622,NA,54,378,432
D477,NA,273,159,432
F239,NA,413,19,432
I788,NA,343,89,432
M778,NA,390,42,432
R208,NA,349,83,432
C43,NA,282,149,431
C7100,NA,191,240,431
F504,NA,422,9,431
O700,NA,401,30,431
T857,NA,178,253,431
D049,NA,223,207,430
F0289,G35,272,158,430
G549,NA,387,43,430
H220,B023,176,254,430
S411,NA,335,95,430
E1101,NA,223,206,429
N158,NA,262,167,429
N839,NA,358,71,429
R201,NA,347,82,429
T630,NA,367,62,429
E878,NA,262,166,428
M174,NA,371,57,428
S731,NA,362,66,428
Z731,NA,355,73,428
A160,NA,236,191,427
F2311,NA,417,10,427
I8280,NA,305,122,427
N608,NA,331,96,427
S517,NA,310,117,427
S61,NA,401,26,427
C492,NA,16,410,426
I425,NA,322,104,426
R938,NA,278,148,426
F2023,NA,217,207,424
Z874,NA,417,7,424
H111,NA,396,27,423
K048,NA,319,104,423
C56,NA,394,28,422
G410,NA,288,134,422
J679,NA,272,150,422
P0710,NA,76,346,422
B171,NA,390,31,421
D213,NA,117,304,421
J110,NA,317,104,421
T159,NA,366,55,421
C4401,NA,161,259,420
G360,NA,178,242,420
I789,NA,281,139,420
L402,NA,327,93,420
L702,NA,245,175,420
I721,NA,171,248,419
J2199,NA,254,165,419
K0360,NA,377,42,419
C160,NA,73,345,418
H168,NA,256,162,418
S068,NA,318,100,418
S370,NA,294,124,418
M468,NA,379,37,416
N288,NA,306,110,416
Z900,NA,282,134,416
H171,NA,274,141,415
I708,NA,252,163,415
N648,NA,361,54,415
N762,NA,346,69,415
S092,NA,376,39,415
C969,NA,272,142,414
D71,NA,80,334,414
L8589,NA,290,124,414
N900,NA,304,110,414
E611,NA,248,165,413
G472,NA,298,115,413
K658,NA,235,178,413
C0800,NA,72,340,412
I889,NA,326,86,412
E13,NA,395,16,411
G009,NA,238,173,411
H902,NA,310,101,411
R52,NA,394,17,411
G432,NA,366,44,410
H918,NA,393,17,410
I711,NA,310,100,410
R628,NA,354,56,410
D582,NA,45,364,409
G4080,NA,328,81,409
H403,NA,301,108,409
K0489,NA,183,226,409
T935,NA,380,29,409
Y945,NA,10,399,409
C4341,NA,157,251,408
D069,NA,214,194,408
F799,NA,135,273,408
H351,NA,176,232,408
ZA82,NA,392,16,408
O369,NA,393,14,407
D3337,NA,192,214,406
I716,NA,218,187,405
M679,NA,353,52,405
I692,NA,292,112,404
K712,NA,238,166,404
A184,NA,165,238,403
C90,NA,42,361,403
D692,NA,188,215,403
G463,I679,349,54,403
G561,NA,341,62,403
Q188,NA,312,90,402
Z121,NA,363,39,402
C4420,NA,233,168,401
H198,E8580,256,144,400
I618,NA,159,241,400
J985,NA,272,128,400
S81,NA,394,6,400
C091,NA,172,227,399
F638,NA,354,45,399
I604,NA,221,178,399
C73,NA,267,131,398
D3203,NA,119,279,398
D3314,NA,111,287,398
G951,NA,220,177,397
H445,NA,190,207,397
H280,E103,341,55,396
I952,NA,324,72,396
K1025,NA,332,64,396
N719,NA,291,105,396
N904,NA,305,91,396
Q8501,NA,153,243,396
M402,NA,252,143,395
Q531,NA,256,139,395
Q8706,NA,257,138,395
R411,NA,386,9,395
R438,NA,317,78,395
Z2238,NA,12,383,395
F1041,NA,269,125,394
K43,NA,298,96,394
N361,NA,217,177,394
N765,NA,200,194,394
Z246,NA,392,2,394
Z608,NA,296,98,394
Z935,NA,252,142,394
C141,NA,72,321,393
G570,NA,359,34,393
I677,NA,257,136,393
M53,NA,383,10,393
A401,NA,207,185,392
K0050,NA,189,203,392
M070,NA,292,100,392
N069,NA,232,160,392
L28,NA,389,2,391
I870,NA,261,129,390
J31,NA,370,20,390
Q8251,NA,131,259,390
Q860,NA,244,146,390
R878,NA,320,70,390
D3340,NA,138,251,389
E038,NA,369,20,389
F400,NA,388,1,389
F89,NA,382,7,389
G579,NA,334,55,389
G541,NA,358,30,388
Z514,NA,377,11,388
D1030,NA,230,157,387
H193,M350,309,78,387
M652,NA,367,20,387
O360,NA,317,70,387
R06,NA,360,27,387
S641,NA,305,82,387
S469,NA,356,30,386
B440,NA,318,67,385
E1610,NA,266,119,385
K0521,NA,366,19,385
L011,NA,305,80,385
C768,NA,117,267,384
E891,NA,191,193,384
J840,NA,315,69,384
K054,NA,377,7,384
